Layer_Number,Variable,Trt,mean,std,r,LCL,UCL,Min,Max,Q25,Q50,Q75,groups,stder,Layer,Depth_Top,Depth_Bottom,Depth_Range,Layer_Name,Layer_Number_Text
3,th.diff,NT-NO,0.033198251039778165,0.014545289284717593,4,0.025791010637595212,0.04060549144196112,0.020187693292097686,0.04755252212861255,0.020915538018556022,0.03252639436920121,0.044809107390423354,a,0.007272644642358796,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,th.diff,ST-CC,0.026716967047029958,0.007512715708392281,4,0.019309726644847005,0.034124207449212914,0.01675375919803776,0.03440332729017809,0.02354431054708328,0.02785539084995199,0.03102804734989867,a,0.0037563578541961406,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,th.diff,ST-NO,0.025959795243681354,0.005263230199604928,4,0.0185525548414984,0.03336703564586431,0.0201557001173083,0.031150687853257947,0.022235256478617904,0.026266396502079584,0.029990935267143033,a,0.002631615099802464,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,VolumeW,NT-CC,1.715975193527525,0.2753848378771155,4,1.4961092683482058,1.935841118706844,1.48367774726778,2.1106696280162223,1.561118416337031,1.6347766994130486,1.7896334766035427,b,0.13769241893855774,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,VolumeW,NT-NO,2.0676879690022067,0.42162222354264156,4,1.8478220438228876,2.287553894181526,1.716908509551829,2.613579599428205,1.7449079902809588,1.970131883514397,2.2929118622356452,a,0.21081111177132078,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,VolumeW,ST-CC,1.932332584530072,0.24276540474871697,4,1.712466659350753,2.1521985097093914,1.7148453899191565,2.2129414155215694,1.737171291658436,1.900771766339781,2.0959330592114167,ab,0.12138270237435848,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,VolumeW,ST-NO,1.9311536590256877,0.12026154097997031,4,1.7112877338463686,2.151019584205007,1.8182961029288882,2.0997645671006664,1.8683267540212016,1.9032769830365979,1.966103888041084,ab,0.06013077048998516,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,wv.diff,NT-CC,0.20994698357245706,0.08001368321458761,4,0.14170911186443158,0.27818485528048253,0.11681186872608862,0.30357331737898563,0.16418993743353705,0.209701374092377,0.255458420231297,a,0.04000684160729381,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,wv.diff,NT-NO,0.30583292459572226,0.13399586489378285,4,0.23759505288769678,0.37407079630374773,0.18597549831664062,0.43806906867084017,0.19268063712282696,0.2996435656977041,0.4127958531705994,a,0.06699793244689142,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,wv.diff,ST-CC,0.24612525998825358,0.06920954402088243,4,0.1778873882802281,0.31436313169627905,0.15434099728232575,0.31693447309534206,0.21689773185872357,0.25661278478767324,0.28584031291720324,a,0.034604772010441216,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,wv.diff,ST-NO,0.23914995075397916,0.04848656282636677,4,0.17091207904595368,0.30738782246200463,0.18568076694054447,0.2869701165255716,0.20483830638679135,0.24197445977490029,0.2762861041420881,a,0.024243281413183385,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
4,hMean,NT-CC,-1736.9175,165.2455501175952,4,-1858.4804447390154,-1615.3545552609846,-1943.799,-1580.802,-1831.12275,-1711.5345000000002,-1617.32925,a,82.6227750587976,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,hMean,NT-NO,-1656.5430000000001,215.62781874795283,4,-1778.1059447390155,-1534.9800552609847,-1854.813,-1388.315,-1817.49825,-1691.522,-1530.56675,a,107.81390937397641,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,hMean,ST-CC,-1680.79725,134.25705679125403,4,-1802.3601947390155,-1559.2343052609847,-1852.596,-1525.532,-1726.9755,-1672.5305,-1626.3522500000001,a,67.12852839562701,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,hMean,ST-NO,-1596.817,90.19672605662208,4,-1718.3799447390154,-1475.2540552609846,-1687.109,-1498.548,-1665.3514999999998,-1600.8055,-1532.271,a,45.09836302831104,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th,NT-CC,0.19569014084507041,0.004433456407614906,4,0.19218770335878232,0.1991925783313585,0.1903474178403756,0.2000093896713615,0.19296009389671362,0.1962018779342723,0.19893192488262912,a,0.002216728203807453,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th,NT-NO,0.19811032863849765,0.006485090913211265,4,0.19460789115220956,0.20161276612478574,0.19240375586854458,0.2064037558685446,0.19325586854460092,0.1968169014084507,0.20167136150234743,a,0.0032425454566056325,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th,ST-CC,0.1971737089201878,0.003767860355373183,4,0.1936712714338997,0.20067614640647588,0.1924507042253521,0.2016431924882629,0.1958098591549296,0.19730046948356808,0.19866431924882627,a,0.0018839301776865916,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th,ST-NO,0.19953051643192488,0.002659162002766838,4,0.19602807894563679,0.20303295391821297,0.1968638497652582,0.20242253521126763,0.1975117370892019,0.19941784037558685,0.20143661971830987,a,0.001329581001383419,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th.diff,NT-CC,0.04429342723004695,0.003194102280026566,4,0.041843481969754334,0.046743372490339566,0.04058215962441314,0.04724882629107979,0.04216666666666668,0.044671361502347434,0.046798122065727706,a,0.001597051140013283,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th.diff,NT-NO,0.04498122065727698,0.004729651812306991,4,0.04253127539698437,0.04743116591756959,0.04076995305164316,0.04962441314553989,0.040974178403755834,0.04476525821596243,0.048772300469483575,a,0.0023648259061534956,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th.diff,ST-CC,0.044823943661971836,0.002411962407027266,4,0.04237399840167923,0.047273888922264445,0.04140845070422536,0.046685446009389675,0.04399295774647889,0.045600938967136156,0.0464319248826291,a,0.001205981203513633,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,th.diff,ST-NO,0.04654694835680751,0.0014873740329214495,4,0.0440970030965149,0.04899689361710012,0.04491079812206572,0.04846009389671363,0.04576291079812206,0.04640845070422535,0.0471924882629108,a,7.436870164607247e-4,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,VolumeW,NT-CC,2.0474988697396244,0.04638709412968407,4,2.010852992928763,2.0841447465504856,1.9915981520733967,2.0926910140743598,2.01893448720631,2.0528531564053702,2.081417538938684,a,0.023193547064842036,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,VolumeW,NT-NO,2.0728212071358807,0.06785327179804752,4,2.0361753303250194,2.109467083946742,2.013113542528412,2.159595036448175,2.022029166655319,2.059288124783468,2.11008016526403,a,0.03392663589902376,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,VolumeW,ST-CC,2.0630213888806854,0.039422986695436604,4,2.026375512069824,2.0996672656915467,2.013604761488572,2.1097854338879336,2.0487514780880325,2.0643476800731175,2.0786175908657705,a,0.019711493347718302,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
4,VolumeW,ST-NO,2.087680580680726,0.02782271590999674,4,2.0510347038698646,2.124326457491587,2.059779343743628,2.1179396686265926,2.0665581653938387,2.086501655176342,2.107624070463229,a,0.01391135795499837,Layer_4,30,40,30 - 40 cm,Subsurface,Subsurface (30-40 cm)
