pF,logK_cmd,manual,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
2.333,-2.7,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.364,-2.85,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.393,-2.92,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.421,-2.96,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.449,-2.97,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.479,-2.94,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.51,-2.93,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.543,-2.95,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.579,-3,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.618,-3.06,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.658,-3.18,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.699,-3.28,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.74,-3.38,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.782,-3.5,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.823,-3.51,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
2.864,-3.6,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
3.442,-4.76,NA,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
-1,2.12,1,24B,20 - 25 cm,24,B,CC,CT,20,25,6,40,11/17/2017
1.665,-0.44,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.711,-0.59,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.759,-0.74,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.804,-0.95,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.841,-1.11,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.87,-1.21,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.891,-1.33,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.919,-1.35,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.957,-1.3,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.996,-1.38,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.038,-1.51,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.088,-1.69,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.144,-1.83,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.205,-1.95,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.267,-2.13,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.325,-2.29,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.385,-2.41,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.447,-2.5,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.506,-2.61,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.567,-2.71,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.623,-2.82,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.682,-2.92,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.746,-3.03,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
2.795,-3.09,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
3.673,-4.54,NA,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
-1,2.42,1,24T,0 - 5 cm,24,T,CC,CT,0,5,6,40,11/17/2017
1.859,-0.42,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.877,-0.58,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.895,-0.73,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.915,-0.84,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.934,-0.97,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.953,-1.12,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.972,-1.24,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
1.991,-1.37,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.006,-1.48,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.02,-1.54,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.035,-1.59,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.05,-1.64,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.067,-1.75,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.084,-1.81,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.102,-1.9,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.121,-1.96,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.142,-2.04,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.164,-2.12,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.186,-2.19,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.209,-2.29,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.229,-2.37,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.248,-2.47,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.265,-2.52,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.284,-2.53,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.304,-2.58,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.325,-2.63,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.347,-2.61,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.369,-2.68,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.392,-2.73,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.416,-2.76,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.443,-2.83,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.471,-2.91,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.5,-2.98,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.531,-3.1,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.562,-3.21,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.59,-3.3,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.616,-3.35,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
2.638,-3.39,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
3.304,-4.69,NA,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
-1,2.14,1,29B,20 - 25 cm,29,B,NO,CT,20,25,8,30,11/17/2017
-2,-0.43,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.794,-0.59,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.833,-0.74,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.878,-0.91,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.926,-1.1,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.974,-1.27,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.025,-1.44,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.076,-1.61,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.126,-1.75,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.174,-1.89,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.22,-2,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.271,-2.06,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.336,-2.17,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.41,-2.33,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.487,-2.45,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.564,-2.61,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.64,-2.7,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.717,-2.81,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
2.78,-3.02,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
3.661,-4.53,NA,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-1,2.85,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-1,2.85,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-1,2.85,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-1,2.85,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-1,2.85,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-1,2.85,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
-1,2.85,1,29T,0 - 5 cm,29,T,NO,CT,0,5,8,30,11/17/2017
1.788,-0.59,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.814,-0.79,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.84,-0.83,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.865,-1,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.887,-1.1,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.907,-1.22,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.928,-1.25,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.95,-1.39,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.972,-1.51,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.993,-1.61,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.014,-1.69,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.035,-1.76,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.055,-1.84,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.076,-1.92,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.097,-2,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.119,-2.02,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.144,-2.08,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.172,-2.15,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.201,-2.31,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.228,-2.4,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.257,-2.49,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.284,-2.56,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.312,-2.66,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.338,-2.78,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.362,-2.86,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.387,-2.83,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.415,-2.84,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.446,-2.87,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.477,-2.99,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.507,-3.06,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.538,-3.11,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.568,-3.2,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.598,-3.2,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.631,-3.22,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.664,-3.25,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.699,-3.32,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.733,-3.43,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.765,-3.6,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.794,-3.61,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.399,-4.62,NA,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
-1,2.48,1,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.755,-0.57,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
1.787,-0.97,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
1.827,-1.06,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
1.873,-1.12,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
1.913,-1.2,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
1.952,-1.25,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
1.987,-1.48,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.029,-1.62,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.08,-1.71,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.135,-1.82,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.193,-1.89,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.254,-2.04,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.312,-2.15,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.368,-2.26,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.429,-2.34,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.489,-2.38,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.541,-2.46,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.587,-2.55,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.626,-2.59,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.668,-2.6,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.716,-2.62,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.763,-2.64,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.809,-2.67,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.852,-2.68,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.906,-2.85,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
2.959,-3,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
3.003,-3.1,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
3.043,-3.16,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
3.736,-4.47,NA,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
-1,3.1,1,30T,0 - 5 cm,30,T,CC,CT,0,5,8,30,11/17/2017
1.822,-0.55,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.843,-0.63,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.865,-0.76,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.887,-0.86,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.908,-0.95,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.929,-1.03,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.952,-1.16,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.978,-1.29,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.005,-1.36,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.033,-1.45,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.06,-1.55,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.087,-1.63,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.113,-1.71,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.137,-1.82,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.159,-1.89,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.181,-1.96,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.207,-2.03,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.237,-2.05,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.271,-2.19,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.305,-2.27,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.339,-2.37,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.374,-2.48,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.41,-2.5,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.451,-2.57,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.498,-2.6,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.549,-2.68,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.599,-2.83,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.647,-2.97,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.691,-3.05,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.733,-3.08,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
2.771,-3.05,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
3.467,-4.58,NA,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
-1,2.19,1,31B,20 - 25 cm,31,B,NO,ST,20,25,8,30,11/17/2017
1.932,-0.6,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
1.956,-0.83,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
1.981,-0.96,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.017,-1.14,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.054,-1.36,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.088,-1.49,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.125,-1.6,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.169,-1.78,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.211,-1.94,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.248,-2.1,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.286,-2.14,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.334,-2.22,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.387,-2.4,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.442,-2.5,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.505,-2.6,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.571,-2.78,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.633,-2.98,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.687,-3.1,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.747,-3.1,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
2.807,-3.15,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
3.653,-4.61,NA,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
-1,2.34,1,31T,0 - 5 cm,31,T,NO,ST,0,5,8,30,11/17/2017
1.52,-0.52,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.537,-0.51,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.555,-0.49,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.57,-0.51,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.583,-0.49,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.595,-0.55,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.606,-0.56,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.617,-0.59,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.63,-0.54,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.64,-0.56,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.652,-0.53,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.666,-0.5,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.675,-0.48,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.688,-0.47,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.701,-0.44,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.715,-0.42,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.726,-0.47,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.734,-0.51,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.743,-0.51,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.75,-0.53,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.758,-0.53,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.771,-0.49,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.782,-0.57,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.793,-0.55,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.807,-0.54,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.822,-0.55,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.837,-0.59,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.851,-0.62,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.864,-0.69,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.877,-0.76,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.892,-0.81,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.907,-0.87,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.924,-0.93,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.944,-0.99,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.967,-1.08,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.988,-1.17,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.008,-1.27,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.029,-1.32,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.05,-1.43,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.076,-1.47,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.108,-1.59,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.14,-1.73,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.173,-1.84,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.207,-1.97,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.239,-2.12,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.271,-2.22,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.305,-2.31,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
